Taxon,Taxonomic.status,Taxon.update,Taxon.notes,LA_mm2,leafC.mg.g,leafN.mg.g,height.m,rootC.mg.g,rootN.mg.g,seed.dry.mass.mg,SLA_m2/kg,leaf.thickness.mm,root.depth_m,RTD.g.cm3,fineRTD,LDMC.g.g,SRL_m/g,fineSRL_m/g,rootDiam.mm,Fine.root.C.N.ratio,Root.Shoot.Ratio,Notes,Notes.2,site_name,Family,local_lifeform,local_lifespan,functional_group,SOURCES
EREMOPHILA GILESII,Accepted,EREMOPHILA GILESII,,133.050667,,,0.90825,,,93.3255,8.200857,0.358,,,,0.311759345,,,,,,,,Charleville,Scrophulariaceae,SHRUB,NULL,WOODY,
ERICA TETRALIX,Accepted,ERICA TETRALIX,,4.136666667,,11.50813841,0.465833333,,,0.015831944,10.60442241,,,,,0.471098333,,,0.07,,,,,"Lygra_intermediate, Lygra_old",Ericaceae,SUBSHRUB,NULL,WOODY,
ERIGERON BELLIDIOIDES,Accepted,ERIGERON BELLIDIOIDES,,,,,,,,0.77,,,0.95,,,,,,,,,,,Falls Creek,Compositae,FORB,PERENNIAL,FORB,
ERIGERON BLAKEI,Accepted,ERIGERON BLAKEI,,,,,,,,,,,,,,,,,,,,,,Naposta,Compositae,FORB,PERENNIAL,FORB,
ERIGERON BLOOMERI,Accepted,ERIGERON BLOOMERI,,,,,,,,0.71,,,,,,,,,,,,,,ORE IDE AA,Compositae,FORB,PERENNIAL,FORB,
ERIGERON BONARIENSIS,Accepted,ERIGERON BONARIENSIS,,78.5,,20.2,0.46625,,,0.119066667,17.6205,0.2931,,,,,,,,,,,,"Las Chilcas Drt, EEA, Mar Chiquita Drt, Naposta",Compositae,FORB,ANNUAL,FORB,
ERIGERON PATAGONICUS,Accepted,ERIGERON PATAGONICUS,,,,,,,,,,,,,,,,,,,,,,Potrok Aike Drt,Compositae,FORB,PERENNIAL,FORB,
ERIGERON STRIGOSUS,Accepted,ERIGERON STRIGOSUS,,,,12.3765,0.566,,,0.640531401,24.97386549,0.14,0.254,,,0.149997805,,,,,0.227346004,,,"Cedar Creek Savanna, Konza Drt, Oklahoma (KAEFS-OK)",Compositae,FORB,"ANNUAL, Perennial (Oklahoma (KAEFS-OK))",FORB,
ERIOCHLOA PSEUDOACROTRICHA,Accepted,ERIOCHLOA PSEUDOACROTRICHA,,471.75,,,1,,,1.42,,,,,,,,,,,,,,Milparinka,Poaceae,GRASS,NULL,GRASS,
ERIOGONUM ANNUUM,Accepted,ERIOGONUM ANNUUM,,,,,,,,0.2,,,1.405,,,,,,,,,,,"JRN_Chihuahuan, NNSS_Mojave",Polygonaceae,FORB,ANNUAL,FORB,
ERIOGONUM EFFUSUM,Accepted,ERIOGONUM EFFUSUM,,150.7333333,,23.63,0.139633333,,,0.64,10.1032686,0.21075,2.03,,,0.407454,,,,,,,,North Platte,Polygonaceae,SHRUB,PERENNIAL,WOODY,
ERIOGONUM MACULATUM,Accepted,ERIOGONUM MACULATUM,,,,,,,,,,,,,,,,,,,,,,"Gmdrc Granitecove, Gmdrc Molar Junction, NNSS_Mojave",Polygonaceae,FORB,ANNUAL,FORB,
ERIOGONUM PUSILLUM,Accepted,ERIOGONUM PUSILLUM,,,,,,,,0.09175,,,,,,,,,,,,,,"Gmdrc Granitecove, Gmdrc Molar Junction",Polygonaceae,FORB,ANNUAL,FORB,
ERIOGONUM SPHAEROCEPHALUM,Accepted,ERIOGONUM SPHAEROCEPHALUM,,,,,0.3048,,,1.659830918,,,0.3556,,,,,,,,,,,ORE IDE AA,Polygonaceae,SHRUB,PERENNIAL,WOODY,
ERIOPHYLLUM LANATUM var. LEUCOPHYLLUM,Accepted,ERIOPHYLLUM LANATUM var. LEUCOPHYLLUM,,,,,,,,,,,,,,,,,,,,,,"Cowichan Drt, ORE IDE AC",Compositae,FORB,PERENNIAL,FORB,
ERIOPHYLLUM PRINGLEI,Accepted,ERIOPHYLLUM PRINGLEI,,,,,,,,2.5815,,,,,,,,,,,,,,NNSS_Mojave,Compositae,FORB,ANNUAL,FORB,
ERIOPHYLLUM WALLACEI,Accepted,ERIOPHYLLUM WALLACEI,,,,,,,,0.276,,,,,,,,,,,,,,"Gmdrc Granitecove, Gmdrc Molar Junction",Compositae,FORB,ANNUAL,FORB,
ERIOSEMA CORDATUM,Accepted,ERIOSEMA CORDATUM,,,,,,,27.2,,,,,,,,,,,,,,,Ukulinga Drought,Fabaceae,LEGUME,PERENNIAL,LEGUME,
ERODIUM AUREUM,Accepted,ERODIUM AUREUM,,,,,0.18299289,,,1.035159,38.098939,,,,,,,,,,,,,"CredoJ, CredoM",Geraniaceae,FORB,BIENNIAL,FORB,
ERODIUM TEXANUM,Accepted,ERODIUM TEXANUM,,,,,,,,2.0125,,,,,,,,,,,,,,"Cap Mcdowell, Cap Whitetank",Geraniaceae,FORB,ANNUAL,FORB,
ERYNGIUM EBRACTEATUM,Accepted,ERYNGIUM EBRACTEATUM,,,,,,,,,,,,,,,,,,,,,,"Las Chilcas Drt, Mar Chiquita Drt",Apiaceae,NULL,NULL,FORB,
ERYTHRONIUM OREGONUM,Accepted,ERYTHRONIUM OREGONUM,,,,,,,,,,,,,,,,,,,,,,Cowichan Drt,Liliaceae,FORB,PERENNIAL,FORB,
ESCOBARIA VIVIPARA,Accepted,ESCOBARIA VIVIPARA,,,,,,,,1.29,,,,,,,,,,,,,,Cedar Point - Drought-Net,Cactaceae,SUCCULENT,PERENNIAL,FORB,
EUPATORIUM LEUCOLEPIS,Accepted,EUPATORIUM LEUCOLEPIS,,,,,,,,,,,,,,,,,,,,,,Sandhills,Compositae,FORB,PERENNIAL,FORB,
EUPATORIUM ROTUNDIFOLIUM,Accepted,EUPATORIUM ROTUNDIFOLIUM,,,,,,,,,,,,,,,,,,,,,,Sandhills,Compositae,FORB,PERENNIAL,FORB,
EUPHORBIA ALBOMARGINATA,Accepted,EUPHORBIA ALBOMARGINATA,,,,,,,,0.3092915,12.64955294,,0.83,,,0.3281618,12.13448,,0.09,,,,depth from groot,"Gmdrc Molar Junction, NNSS_Mojave, Sevilleta_Blue",Euphorbiaceae,FORB,"PERENNIAL, Annual (NNSS_Mojave)",FORB,
EUPHORBIA DRUMMONDII,Accepted,EUPHORBIA DRUMMONDII,,11.82776,,,0.1276,,,1.734833333,12.13032804,0.200666667,,,,0.367396594,,,,,,,,"CredoJ, CredoM, Ethabuka_DNB, Quilpie",Euphorbiaceae,FORB,PERENNIAL,FORB,
EUPHORBIA EICHLERI,Accepted,EUPHORBIA EICHLERI,,,,,,,,,,,,,,,,,,,,,,Los Cerrillos,Euphorbiaceae,FORB,PERENNIAL,FORB,
EUPHORBIA GLYPTOSPERMA,Accepted,EUPHORBIA GLYPTOSPERMA,,,,,,,,0.2,,,,,,,,,,,,,,Jornada_LTER Drt,Euphorbiaceae,FORB,ANNUAL,FORB,
EUPHORBIA LATA,Accepted,EUPHORBIA LATA,,,,,,,,,,,,,,,,,,,,,,Sevilleta_Black,Euphorbiaceae,FORB,PERENNIAL,FORB,
EUPHORBIA POLYCARPA,Accepted,EUPHORBIA POLYCARPA,,,,,,,,0.13,,,,,,,,,,,,,,Cap Mcdowell,Euphorbiaceae,FORB,NULL,FORB,
EUPHORBIA PUBENTISSIMA,Accepted,EUPHORBIA PUBENTISSIMA,,,,,,,,,,,,,,,,,,,,,,Sandhills,Euphorbiaceae,FORB,PERENNIAL,FORB,
EUPHORBIA SEGUIERIANA,Accepted,EUPHORBIA SEGUIERIANA,,70.57333333,,,0.425,,,0.88,18.4,,1.6675,,,0.282776667,,,,,,,,Kiskunsag,Euphorbiaceae,FORB,PERENNIAL,FORB,
EUPHRASIA MINIMA,Unresolved,kernb.ca,synonym: Euphrasia mattfeldii,38,438.24,26.868,0.108,,,,17.10079827,,,,,,,,,,,,,Passo Gavia,Scrophulariaceae,FORB,ANNUAL,FORB,
EUTHAMIA GRAMINIFOLIA,Accepted,EUTHAMIA GRAMINIFOLIA,,120.994348,478.563948,19.4891582,0.798,,,0.091666667,12.04198841,,,,,0.388152164,,,,,,,,"Cedar Creek Savanna, Purdue Wildlife Area",Compositae,FORB,PERENNIAL,FORB,
EVOLVULUS SERICEUS,Accepted,EVOLVULUS SERICEUS,,,,,0.165186473,,,,13.12723643,0.144270834,,,,,,,,,,,,"BFL, EEA",Convolvulaceae,FORB,PERENNIAL,FORB,
FACELIS RETUSA,Accepted,FACELIS RETUSA,,,,,0.0311,,,0.35,,,,,,,,,,,,,,"EEA, San Pablo Valdes Drt",Compositae,FORB,NULL,FORB,
FESTUCA ALTAICA,Accepted,FESTUCA ALTAICA,,,,,,,12.5,1.73,,,0.84,,,,,,,,,depth from groot,,"Biddulph, Kernen_burned, Kernen_unburned",Poaceae,GRAMINOID,PERENNIAL,GRASS,
FESTUCA HALLERI,Accepted,FESTUCA HALLERI,,283,455,13,,,,1.24,9.9,,0.101,,,,,,0.31,,,,,Passo Gavia,Poaceae,GRASS,PERENNIAL,GRASS,
FESTUCA IDAHOENSIS,Accepted,FESTUCA IDAHOENSIS,,,,10.3118547,0.6096,,,1.037480408,42.75,0.165,0.3556,,,,,,,,,,,"CMSS, ORE IDE AA, ORE IDE AC",Poaceae,GRASS,PERENNIAL,GRASS,
FESTUCA PYROGEA,Accepted,FESTUCA PYROGEA,,,,,,,,,,,,,,,,,,,,,,Potrok Aike Drt,Poaceae,GRASS,PERENNIAL,GRASS,
FESTUCA RUPICOLA,Accepted,FESTUCA RUPICOLA,,,437.3333333,17.52444444,0.24175,,,0.5815,14.17171717,0.306,0.6376923,,,,,,,,,,,Bad Drought,Poaceae,GRASS,PERENNIAL,GRASS,
FESTUCA VAGINATA,Accepted,FESTUCA VAGINATA,,377.46,,,1,,,1.77,17.18213058,,,,,0.5058372,,,,,,,,Kiskunsag,Poaceae,GRASS,PERENNIAL,GRASS,
FESTUCA VIVIPARA,Accepted,FESTUCA VIVIPARA,,41.51384,,,0.065,,,,11.02,,,,,0.369213333,,,,,,,,"Lygra_intermediate, Lygra_old",Poaceae,GRASS,NULL,GRASS,
FIMBRISTYLIS PUBERULA,Accepted,FIMBRISTYLIS PUBERULA,,,,,0.234,,,,18.9983695,,,,,0.415282019,,,,,,,,Oklahoma (KAEFS-OK),Cyperaceae,GRASS,PERENNIAL,GRAMINOID,
FUMANA ERICIFOLIA,Accepted,FUMANA ERICIFOLIA,,10,,10.02,0.2,,,2.264388889,4.558011959,0.592,0.49,,,0.347,,,,,,,,Ayora Experimental Station,Cistaceae,SUBSHRUB,PERENNIAL,WOODY,
FUMANA LAEVIPES,Accepted,FUMANA LAEVIPES,,4,,,0.045,,,1.18,9.224,0.42,,,,,,,,,,,,Ayora Experimental Station,Cistaceae,SUBSHRUB,PERENNIAL,WOODY,
FUMANA PROCUMBENS,Accepted,FUMANA PROCUMBENS,,10.80666667,477,16,0.15,,,2.4649,8.22,,0.28,,,0.309793333,,,,,,,,Kiskunsag,Cistaceae,FORB,PERENNIAL,FORB,
FUMARIA CAPREOLATA,Accepted,FUMARIA CAPREOLATA,,,,,,,,,,,,,,,,,,,,,,Ayora Experimental Station,Papaveraceae,FORB,ANNUAL,FORB,
GAILLARDIA AESTIVALIS,Accepted,GAILLARDIA AESTIVALIS,,,,,,,,,,,,,,,,,,,,,,SLP,Compositae,FORB,PERENNIAL,FORB,
GALACTIA ERECTA,Accepted,GALACTIA ERECTA,,,,,,,,,,,,,,,,,,,,,,Sandhills,Fabaceae,LEGUME,PERENNIAL,LEGUME,
GALACTIA MARGINALIS,Accepted,GALACTIA MARGINALIS,,,,,0.177117117,,,,6.500004464,0.285416667,,,,,,,,,,,,BFL,Fabaceae,FORB,PERENNIAL,LEGUME,
GALACTIA REGULARIS,Accepted,GALACTIA REGULARIS,,,,,0.388,,,8.733333333,12.733856,,,,,0.447654488,,,,,,,,Sandhills,Fabaceae,LEGUME,PERENNIAL,LEGUME,
GALIUM LUCIDUM,Accepted,GALIUM LUCIDUM,,43,467,26,0.375,,,0.84,40.8,,0.67,,,,,,,,,,,Ayora Experimental Station,Rubiaceae,VINE,PERENNIAL,FORB,
GALIUM RICHARDIANUM,Accepted,GALIUM RICHARDIANUM,,,,,,,,0.714,,,0.1688729,,,,,,,,,,,"EEA, San Pablo Valdes Drt",Rubiaceae,FORB,ANNUAL,FORB,
GALIUM SAXATILE,Accepted,GALIUM SAXATILE,,5,,25.1,0.175,,,0.591280952,25.08983957,0.138,,,,0.1885,,,,,,,,"Lygra_intermediate, Lygra_old",Rubiaceae,FORB,NULL,FORB,
GALIUM VIRGATUM,Accepted,GALIUM VIRGATUM,,,,,,,,1.48,,,,,,,,,,,,,,Oklahoma (KAEFS-OK),Rubiaceae,FORB,ANNUAL,FORB,
GAURA COCCINEA,Accepted,GAURA COCCINEA,,,,,,,,,14.93401246,,0.47,,,0.271881,7.307967,0.000730797,0.345,,,,depth from groot,"Cedar Point - Drought-Net, Mattheis",Onagraceae,FORB,PERENNIAL,FORB,
GAYA PARVIFLORA,Accepted,GAYA PARVIFLORA,,,,,,,,,,,,,,,,,,,,,,Los Cerrillos,Malvaceae,FORB,PERENNIAL,FORB,
GENISTA SCORPIUS,Accepted,GENISTA SCORPIUS,,,,,1.5,,,6.271194704,9.527159544,0.2785,0.84,,,,,,,,,,,Middle Ebro Valley,Fabaceae,SHRUB,NULL,LEGUME,
GERANIUM THUNBERGII,Accepted,GERANIUM THUNBERGII,,2708.7722,443.98788,20.22039,0.709,,,,27.52,,,,,0.2968,,,,,,,,Teshio Experimental Grassland,Geraniaceae,FORB,PERENNIAL,FORB,
GEUM CANADENSE,Accepted,GEUM CANADENSE,,,,,12.3,0.77936,,3.909748792,20.2434208,,0.1016,,,0.226739031,,,,,,,,ESW,Rosaceae,FORB,PERENNIAL,FORB,
GEUM TRIFLORUM,Accepted,GEUM TRIFLORUM,,792.99,903.9888889,,0.059,0.4572,7.011111111,1.104702125,10.7349,,0.1524,,,,,,,,,,,Kinsella,Rosaceae,FORB,PERENNIAL,FORB,
GLADIOLUS ILLYRICUS,Accepted,GLADIOLUS ILLYRICUS,,,,,,,,4.106,12,,,,,,,,,,,,,Ayora Experimental Station,Iridaceae,FORB,ANNUAL,FORB,
GLOBULARIA VULGARIS,Accepted,GLOBULARIA VULGARIS,,245,,,0.2,,,0.65,6.892,,0.47,,,0.29,,,,,0.531,,,"Allmend Brachy, Allmend Ovina",Plantaginaceae,FORB,PERENNIAL,FORB,
GLYCYRRHIZA LEPIDOTA,Accepted,GLYCYRRHIZA LEPIDOTA,,,,,1.2192,,,7.358619235,,,0.3048,,,,,,,,,,,Brookdale,Fabaceae,LEGUME,PERENNIAL,LEGUME,
GNAPHALIUM SUPINUM,Accepted,GNAPHALIUM SUPINUM,,18,448.9584933,22.46381487,,463.1,28.1,0.085,27.00300375,0.2125,,,,0.187081086,307.39,,0.29,,,SRL from groot,,Passo Gavia,Compositae,FORB,PERENNIAL,FORB,
GNEPHOSIS DRUMMONDII,Accepted,GNEPHOSIS DRUMMONDII,,,,,0.05,,,0.01,,,,,,,,,,,,,,Jilpanger,Compositae,FORB,ANNUAL,FORB,
GOODENIA BLACKIANA,Accepted,GOODENIA BLACKIANA,,52.822,,,0.2,,,3.44,9.626935,,,,,0.0516,,,,,,,,Jilpanger,Goodeniaceae,FORB,PERENNIAL,FORB,
GOODENIA CYCLOPTERA,Accepted,GOODENIA CYCLOPTERA,,312.9251,,,0.14,,,5.09,8.635442029,,,,,,,,,,,,,"Ethabuka_DNB, Broken Hill, Charleville, Cobar, Quilpie",Goodeniaceae,FORB,NULL,FORB,
GOODENIA MIMULOIDES,Accepted,GOODENIA MIMULOIDES,,,,,0.4,,,,,,,,,,,,,,,,,"CredoJ, CredoM",Goodeniaceae,FORB,ANNUAL,FORB,
GOUINIA PARAGUAYENSIS,Accepted,GOUINIA PARAGUAYENSIS,,,,23.1,0.47,,,,19.71,,,,,0.401,,,,,,,,Los Cerrillos,Poaceae,GRASS,PERENNIAL,GRASS,
GRADERIA SCABRA,Accepted,GRADERIA SCABRA,,,,,,,,0.27,,,,,,,,,,,,,,Ukulinga Drought,Scrophulariaceae,FORB,PERENNIAL,WOODY,
GRAYIA SPINOSA,Accepted,GRAYIA SPINOSA,,,,,0.9144,,,1.167905665,,,0.508,,,,,,,,,,,NNSS_Mojave,Amaranthaceae,SHRUB,PERENNIAL,WOODY,
GREVILLEA AUSTRALIS,Accepted,GREVILLEA AUSTRALIS,,125.664,,,2,,,14.115,4.896896,0.501,,,,0.406306306,,,,,,,,Falls Creek,Proteaceae,SHRUB,PERENNIAL,WOODY,
GYMNADENIA CONOPSEA,Accepted,GYMNADENIA CONOPSEA,,1945.166667,451.8765272,28.85621237,0.45,,,0.007333333,19.92759166,0.3875,0.07,,,0.135470831,,,,,,,,Pineta,Orchidaceae,FORB,NULL,FORB,
GYPSOPHILA PANICULATA,Accepted,GYPSOPHILA PANICULATA,,352.4,,,0.85,,,0.715666667,23.53705566,,,,,0.203557997,,,,,,,,Kiskunsag,Caryophyllaceae,FORB,PERENNIAL,FORB,
GYPSOPHILA REPENS,Accepted,GYPSOPHILA REPENS,,56.16666667,334.6,12.7,0.14,,,0.790333333,15.67666667,,,,,0.14715,,,,,,,,Allmend Ovina,Caryophyllaceae,FORB,PERENNIAL,FORB,
GYPSOPHILA STRUTHIUM,Accepted,GYPSOPHILA STRUTHIUM,,,,16.70948548,0.6,,,0.6682,4.877171445,1.192,,,,,,,,,,,,"Ciempozuelos, Middle Ebro Valley",Caryophyllaceae,SHRUB,NULL,WOODY,
HEDEOMA ACINOIDES,Accepted,HEDEOMA ACINOIDES,,,,,,,,0.07,,,,,,,,,,,,,,BFL,Lamiaceae,FORB,ANNUAL,FORB,
HELENIUM AMARUM,Unresolved,,NA,,,,,,,0.23,,,,,,,,,,,,,,"BFL, SLP",Compositae,FORB,ANNUAL,FORB,
HELIANTHEMUM BICKNELLII,Accepted,HELIANTHEMUM BICKNELLII,,,,,0.4375,,,,,,,,,,,,,,,,,Cedar Creek Savanna,Cistaceae,FORB,PERENNIAL,FORB,
HELIANTHEMUM CINEREUM,Accepted,HELIANTHEMUM CINEREUM,,68,473.19375,13.24715,0.053,,,,6.31,0.67,,,,,,,,,,,,Ayora Experimental Station,Cistaceae,SUBSHRUB,PERENNIAL,WOODY,
HELIANTHEMUM LAVANDULIFOLIUM,Accepted,HELIANTHEMUM LAVANDULIFOLIUM,,,,,,,,,,,,,,,,,,,,,,Middle Ebro Valley,Cistaceae,SHRUB,NULL,WOODY,
HELIANTHEMUM MARIFOLIUM,Accepted,HELIANTHEMUM MARIFOLIUM,,8,,,0.3,,,0.672896341,7.659559676,0.532,0.28,,,,,,,,,,,Middle Ebro Valley,Cistaceae,SHRUB,NULL,WOODY,
HELIANTHEMUM SQUAMATUM,Accepted,HELIANTHEMUM SQUAMATUM,,,,13.91070827,0.2,,,0.352227273,5.358237548,0.677,0.65,,,,,,,,,,,"Ciempozuelos, Middle Ebro Valley",Cistaceae,SUBSHRUB,NULL,WOODY,
HELICHRYSUM NUDIFOLIUM,Accepted,HELICHRYSUM NUDIFOLIUM,,,,,,,,0.12,,,,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,
HELICTOTRICHON FILIFOLIUM,Accepted,HELICTOTRICHON FILIFOLIUM,,,,,,,,,,,,,,,,,,,,,,Ayora Experimental Station,Poaceae,GRASS,PERENNIAL,GRASS,
HELICTOTRICHON HOOKERI,Accepted,HELICTOTRICHON HOOKERI,,,,,,,,1.79,,,0.9,,,,,,,,,,,"Biddulph, Kernen_burned, Kernen_unburned, Kinsella",Poaceae,GRAMINOID,PERENNIAL,GRASS,
HELICTOTRICHON VERSICOLOR,Accepted,HELICTOTRICHON VERSICOLOR,,,447.1846202,18.88884001,0.14,425.9997548,6.081157261,NA,11.48996431,0.257,,,,0.376691909,77.65999999,,,,,"RootC and N, SRL from groot",,Passo Gavia,Poaceae,GRASS,PERENNIAL,GRASS,
HEPATICA NOBILIS,Accepted,HEPATICA NOBILIS,,2873,436,24,,,,,27.165,,,,,,,,,,,,,Pineta,Ranunculaceae,FORB,NULL,FORB,
HERNIARIA FRUTICOSA,Accepted,HERNIARIA FRUTICOSA,,,,,,,,,,,0.62,,,,,,,,,,,Middle Ebro Valley,Caryophyllaceae,SHRUB,NULL,WOODY,
HETEROTHECA SUBAXILLARIS,Accepted,HETEROTHECA SUBAXILLARIS,,,,,1.8,,,0.65525,16.2,,,,,,,,,,,,,"Oklahoma (KAEFS-OK), SLP",Compositae,FORB,PERENNIAL,FORB,
HIBISCUS AETHIOPICUS,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,Ukulinga Drought,Malvaceae,FORB,PERENNIAL,FORB,
HIERACIUM PILIFERUM,Accepted,HIERACIUM PILIFERUM,,,,,0.035,,,,,,,,,,,,,,,,,Passo Gavia,Compositae,FORB,PERENNIAL,FORB,
HILARIA JAMESII,Accepted,HILARIA JAMESII,same as Pleuraphis jamesii,,,21.68723958,0.6096,,7.6,2.982539024,13.95707872,,0.3048,,,0.389642,140.9228,0.014092283,0.056,,,,RootN from groot,"Antelope, Sevilleta_Mixed",Poaceae,GRAMINOID,PERENNIAL,GRASS,
HIPPOCREPIS COMOSA,Accepted,HIPPOCREPIS COMOSA,,276.6714286,472,29,0.231666667,,,3.554352381,15.26545455,,1.003333,,,0.23559875,,,,,,,,"Allmend Brachy, Allmend Ovina",Fabaceae,FORB,PERENNIAL,LEGUME,
HOFFMANNSEGGIA DREPANOCARPA,Accepted,HOFFMANNSEGGIA DREPANOCARPA,,,,,,,,,16.00833991,,,,,0.323889,12.54713,0.001254713,0.286,,,,,"Sevilleta_Black, Sevilleta_Mixed",Fabaceae,LEGUME,PERENNIAL,LEGUME,
HOFFMANNSEGGIA TRIFOLIATA,Accepted,HOFFMANNSEGGIA TRIFOLIATA,,,,,,,,,,,,,,,,,,,,,,"Chacra Experimental Patagones, San Pablo Valdes Drt",Fabaceae,LEGUME,PERENNIAL,LEGUME,
HOLOSTEUM UMBELLATUM,Accepted,HOLOSTEUM UMBELLATUM,,37.02,,,0.161666667,,,0.08,35.26333333,,0.24,,,0.154346667,,,,,,,,"ESW, Kiskunsag",Caryophyllaceae,FORB,ANNUAL,FORB,
HORDEUM MURINUM,Accepted,HORDEUM MURINUM,,352.4201333,474,31.1,0.405416667,,,5.629168831,28.1259188,,0.1,,,0.202447143,204.9930273,,0.217582152,,,"Depth, SRL, diam from groot",,"Cobar, San Pablo Valdes Drt",Poaceae,GRASS,ANNUAL,GRASS,
HYALOSPERMA DEMISSUM,Accepted,HYALOSPERMA DEMISSUM,,7.85398,,,0.03518491,,,0.06711186,38.104966,,,,,,,,,,,,,Jilpanger,Compositae,FORB,ANNUAL,FORB,
HYDROCOTYLE BONARIENSIS,Accepted,HYDROCOTYLE BONARIENSIS,,,,,,,,1.3,27.35005333,,,,,,,,,,,,,"Las Chilcas Drt, Mar Chiquita Drt",Araliaceae,FORB,PERENNIAL,FORB,
HYDROCOTYLE FOVEOLATA,Unresolved,,NA,30.886,,,0.13,,,0.08,40.950606,,,,,0.6567,,,,,,,,Jilpanger,Araliaceae,FORB,ANNUAL,FORB,
HYDROCOTYLE SETULOSA,Accepted,HYDROCOTYLE SETULOSA,,,,,,,,,,,,,,,,,,,,,,Jilpanger,Araliaceae,FORB,PERENNIAL,FORB,
HYLOCOMIUM SPLENDENS,Accepted,HYLOCOMIUM SPLENDENS,,,,8,0.05,,,,,,0.05,,,,,,,,,,,"Lygra_intermediate, Lygra_old",Hylocomiaceae,MOSS,NULL,BRYOPHYTE,
HYPARRHENIA DREGEANA,Accepted,HYPARRHENIA DREGEANA,,,,,,,,,,,,,,,,,,,,,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,
HYPERICUM DRUMMONDII,Accepted,HYPERICUM DRUMMONDII,,,,,,,,,,,,,,,,,,,,,,"BFL, SLP",Hypericaceae,FORB,ANNUAL,FORB,
HYPNUM JUTLANDICUM,Accepted,HYPNUM JUTLANDICUM,,,,,,,,,,,,,,,,,,,,,,"Lygra_intermediate, Lygra_old",Hypnaceae,MOSS,NULL,BRYOPHYTE,
HYPOCHAERIS GLABRA,Accepted,HYPOCHAERIS GLABRA,,1154.642857,,18.975,0.301666667,,,0.686995,40.145,,,,,0.09884125,,,1.96333333,,0.22799085,,,Jilpanger,Compositae,FORB,ANNUAL,FORB,
HYPOCHAERIS INCANA,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,Potrok Aike Drt,Compositae,FORB,PERENNIAL,FORB,
HYPOLAENA FASTIGIATA,Accepted,HYPOLAENA FASTIGIATA,,602.139,,5.5,0.5625,,,5.46,2.094693,0.71,0.25,,,1.166313795,2.742290055,,,,,,,Jilpanger,Restionaceae,GRASS,PERENNIAL,FORB,
HYPOXIS FILIFORMIS,Accepted,HYPOXIS FILIFORMIS,,,,,,,,0.34,,,,,,,,,,,,,,Ukulinga Drought,Hypoxidaceae,FORB,PERENNIAL,FORB,
IMPATIENS NOLI-TANGERE,Accepted,IMPATIENS NOLI-TANGERE,,1649,,,0.658333333,,,5.57498718,45.38148148,,,,,0.145,25.74550227,,0.553757778,,,"SRL, Diam from groot",,Teshio Experimental Grassland,Balsaminaceae,FORB,ANNUAL,FORB,
INDIGOFERA HILARIS,Accepted,INDIGOFERA HILARIS,,,,,,,,1.56,,,,,,,,,,,,,,Ukulinga Drought,Fabaceae,SHRUB,PERENNIAL,LEGUME,
IONACTIS LINARIIFOLIA,Accepted,IONACTIS LINARIIFOLIA,,,,,,,,,,,,,,,,,,,,,,Sandhills,Compositae,FORB,PERENNIAL,FORB,
ISOETOPSIS GRAMINIFOLIA,Accepted,ISOETOPSIS GRAMINIFOLIA,,29.4503,,,0.045,,,0.9,14.44850259,,,,,,,,,,,,,"Cobar, CredoJ, CredoM",Compositae,FORB,ANNUAL,FORB,
ISOLEPIS MARGINATA,Accepted,ISOLEPIS MARGINATA,,78.5398,,,0.15,,,0.232,,,,,,,,,,,,,,Jilpanger,Cyperaceae,GRAMINOID,ANNUAL,GRAMINOID,
IVA ANGUSTIFOLIA,Accepted,IVA ANGUSTIFOLIA,,,,,,,,,,,,,,,,,,,,,,BFL,Compositae,FORB,ANNUAL,FORB,
JACOBAEA VULGARIS,Accepted,Senecio jacobaea,,7365,,18.1084,1,414,5.92241,0.281000104,26.66024961,0.300166667,,,,0.128461111,,,0.2,,,RootC from groot,Senecio jacobaea,Rhijnauwen,Compositae,FORB,BIENNIAL,FORB,
JAEGERIA HIRTA,Accepted,JAEGERIA HIRTA,,,,,,,,,,,,,,,,,,,,,,Las Chilcas Drt,Compositae,NULL,NULL,FORB,
JUNCUS IMBRICATUS,Accepted,JUNCUS IMBRICATUS,,,,,,,,,,,,,,,,,,,,,,Mar Chiquita Drt,Juncaceae,GRASS,PERENNIAL,GRAMINOID,
JUNCUS MARGINATUS,Accepted,JUNCUS MARGINATUS,,,,,0.8382,,,0.00375,,,0.2794,,,,,,,,,,,SLP,Juncaceae,FORB,PERENNIAL,GRAMINOID,
JUNCUS MICROCEPHALUS,Accepted,JUNCUS MICROCEPHALUS,,,,,,,,,,,,,,,,,,,,,,Mar Chiquita Drt,Juncaceae,GRASS,PERENNIAL,GRAMINOID,
JUNCUS SQUARROSUS,Accepted,JUNCUS SQUARROSUS,,,,67.58333333,0.22416667,12.367,0.224166667,0.07830625,5.87,,0.33,,,0.396576667,,,,,,,,"Lygra_intermediate, Lygra_old",Juncaceae,GRAMINOID,NULL,GRAMINOID,
JUNELLIA ODONELLII,Accepted,JUNELLIA ODONELLII,,,,,,,,,,,,,,,,,,,,,,Potrok Aike Drt,Verbenaceae,SHRUB,PERENNIAL,WOODY,
